rainfall,pressure
59.7948875653949,1017.1258733721409
5.425492012084464,1012.7335162113652
1.349364196373959,1008.6160857259229
0.5615575789871633,1012.120839624422
4.72303087634304,1013.850692328137
2.731887380707689,1012.3752016881848
2.3855228931411667,1017.9084323612119
0.7354875852709305,1016.5124792469063
2.0934909595677453,1003.3246246010285
4.269792574536863,1006.3016443709371
2.4789199010317167,1016.4884311988143
3.5898841828735546,1018.1778185324977
1.369960034271169,1013.0369738257111
10.137332326354157,1013.0327415787257
4.654711313610696,1012.0219149179645
3.04286489203532,1015.7760592309168
4.543588278350009,1015.1647761429506
0.8182160709732472,1009.8043261172985
6.190169539690105,1009.3485151375774
3.041055619716959,1011.0408375739165
89.39282248320808,1013.4061500850348
0.39297015058262186,1018.0246604355251
4.036622688812149,1017.959511143126
2.9235201159226576,1016.5772771203104
2.0302144035141803,1017.8379854553891
0.8687853419276547,1017.8688163052766
3.1524625170087033,1014.7660985600581
2.5658657204922495,1022.6791833558964
2.460420100011553,1024.0859078545052
1.7919490442365043,1011.242998906709
1.713903472082992,1013.677276247754
6.2611563097389,1021.090684635799
11.73138909251391,1010.7082761177884
7.551021103026918,1016.1958682687081
2.817465946494681,1011.1423410850479
2.182920246430606,1017.9261819363294
1.6258303464135613,1015.3516019123454
4.833791334141704,1018.1410457872099
4.024164918152561,1021.3563099345625
3.8718155645718175,1011.7771633306062
62.566089348514545,1013.4533834828261
1.3267727205533781,1017.3603657058021
0.42238330387785517,1012.3596304410772
3.987067942403737,1009.1352922787968
3.4991376839376804,1008.1705242565922
5.913796466095283,1017.601378227614
10.91020712367903,1016.4275928344464
11.116001563126717,1009.8518194644397
3.0310012351959355,1012.8822470504194
3.6100025972567593,1014.6638281460545
6.590970046967918,1009.0704713247368
4.734871984767074,1009.5220281387025
5.070721898225201,1009.757921236138
4.561373266507815,1011.4106757074509
2.6647198543808575,1017.7669537360832
5.062490481522331,1017.2464186751245
0.5953561637425299,1001.828156055157
4.146949445727542,1010.8166227879971
8.16153419145574,1014.274450655149
6.944825441998561,1011.3109896025462
97.31144472110572,1011.9884559538069
8.990479421906253,1012.9165539907573
0.7641079365622649,1012.2126886801644
10.105443738135982,1014.9326531810639
2.0662018923889893,1007.6376129853754
0.4124772214064514,1011.4047555984266
3.8521686615896056,1013.9330046388178
4.159151573002952,1019.4267711352991
2.2730801499472166,1011.331807846573
3.229597914633828,1013.9610999154702
2.9984837694576325,1012.1289635735925
5.2843474101991506,1002.0773889670847
3.40618355300626,1018.3751933195629
8.921888119990241,1008.661567981478
1.9543889632692872,1008.518884646684
2.6197811840459266,1006.7604335027231
2.317028482095542,1012.1814563476245
3.4893017927281953,1013.0378030971319
3.8564434978651416,1012.6097641813486
2.3314564843944927,1020.7703963271227
80.9883558828006,1015.1460584162032
2.5824532163989895,1003.8330115934693
11.110571846652753,1016.7687357404109
1.9323536234011072,1014.1192370976768
3.4652569142777154,1011.4468076569631
4.149588397298571,1013.0409859086031
0.8914398118063662,1016.6108709964317
6.908918473347525,1019.8801128999559
1.8082852810278416,1017.5103649733522
3.1264081877904806,1013.2863045931567
4.949940195778391,1007.2436001082463
1.0902748503860074,1008.475450270266
1.4699456629176624,1010.0186183892952
1.1415443276806323,1003.1485281916689
10.652837038729757,1009.7190318434267
1.1041485483673603,1012.8080233001383
2.6003251286926696,1008.5642245705477
12.097893639573009,1003.9698392497083
6.144012782393026,1016.9209825237033
9.30916149814843,1012.727242735865
95.88174297096157,1013.6298870328044
8.388631493247592,1024.0648265160119
0.8128962821224158,1017.4984952733033
4.249647173885318,1014.0826340552877
6.234115086216757,1012.403111047327
1.540942084861528,1017.8493138675851
1.0333871967599013,1004.6678200954534
2.865444983520884,1013.0613191581042
0.7883575122283457,1006.7619956610308
8.732835711330134,1011.992435107463
2.01113558731282,1015.536086530792
5.272837840485737,1024.696452036819
6.029604233925012,1013.5217647446284
0.3802812686103755,1008.4762969642068
1.0309328542120293,1014.3641695066106
3.3557967985592647,1002.5815891384344
3.3623667630348293,1013.8948055556442
6.087249857682126,1014.5898540205393
2.5212840585090737,1008.999191797491
0.9044191896491048,1015.3015372902684
87.06765096063967,1022.5467630246151
3.8248221188892226,1012.6207861487713
2.514719745485506,1013.0013723490104
6.881650925434193,1008.5334699660901
7.881151481689992,1008.0852396550105
3.965469518323403,1014.3909559471585
9.27851927090474,1017.731699423759
1.1676094573658493,1012.2980293887647
3.541159922331176,1017.512449883027
3.6202869393912924,1013.9117034693691
12.981266435780261,1012.8467618005559
4.728153339677996,1020.2906605171985
2.8615589736163645,1012.0617635331831
1.2688287284554853,1012.3187302520079
4.758856413437679,1017.8080833044594
2.6460149066164447,1012.4750451222906
1.7158661956518284,1007.8270121159121
8.499721022598523,1010.732489829144
1.8351938696454615,1006.889314340495
7.227802361403887,1022.0341207882235
89.04881484070839,1008.725079824715
2.0747204592684905,1009.3085524088054
4.243794433980188,1010.4442290278902
2.2189852600269435,1009.1230073086457
2.485187231585718,1007.8388888489832
1.6794166414761047,1010.6327126796712
7.463758113363612,1017.0190441690103
2.3990740668029793,1015.6983549889965
7.974336075716592,1001.3806607108536
1.2663441224835155,1010.6543853196325
1.9025943326758032,1010.2902309321126
1.854580264929483,1007.2522166532972
2.639748956172921,1022.3077163599185
1.8908632015570201,1005.7313139914985
1.4677590991092553,1008.9778154965072
2.8453793368119387,1005.5791022926028
3.273241971502228,1011.0492214796985
2.6713992712625085,1023.3788462878017
2.0023805635577236,1011.5849797037489
2.207706071275217,1015.9082138884818
73.63991742470478,1008.4685632667829
2.632561735837565,1012.3346473291962
1.96382404920661,1007.9074094923986
9.854078233986058,1012.615831222469
8.980417014924399,1021.9884600806984
2.7559327480380498,1014.7543806258842
5.010832256526857,1015.0737133062187
4.606744889465789,1012.183844780893
4.63241599252302,1018.3746133485309
1.7085185016598534,1004.1322083229279
2.5965795796874294,1012.5002686649884
3.832525130642895,1008.2216948131414
6.7257603295447135,1006.2991585873344
3.1488180832616193,1002.6423346202986
2.4935869081812836,1019.4327050634995
0.9097686841056923,1021.8783976086315
6.104454468572439,1018.004322403138
1.0668934032892565,1007.5532978941245
2.1614807978337263,1007.8396461257081
1.4856141074389968,1010.7275117638995
66.2042671618577,1007.0482025687429
7.456010828450836,1009.2523033659509
4.13455439348752,1007.045872831789
5.493101908981156,1019.1422533651364
3.844788320365233,1019.6382738031559
3.971628571046629,1010.2483736677895
4.380242795438571,1020.2612707303732
9.523982291287101,1017.416066907218
3.9395685222110965,1020.1273177913
5.280571778220344,1003.6751981572354
6.329448208742157,1010.7024759392135
6.612534975213157,1012.6161507239285
0.711682628949057,1005.7387628430444
0.8339548526835333,1009.6168380548306
3.6894296874381123,1021.6094785784259
2.5825954597063405,1023.34586291069
1.530771969597463,1006.1794767347466
0.7782047516800774,1015.4877861216348
1.9250730936871556,1005.7044301052609
1.5719404133644972,1009.0736285277252
65.06496948734247,1009.5075459816555
4.983951981537615,1017.867749707113
5.328086976647187,1007.1904288830674
3.2224329039283743,1015.1292590042739
0.36381759013019593,1005.97386493122
3.3335783731610698,1011.6412706314591
2.5107484878767137,1009.9280482104189
7.250154964919135,1008.6706821696121
5.501499631926414,1002.7352038548673
0.6144104402794676,1013.978034226966
2.381780277164272,1022.4419745541173
6.691961105235637,1005.3546762130532
3.874057750069419,1013.8765650361453
