datetime,temperature,humidity
2023-01-01 00:00:00,36.920205127041676,47.19668820780704
2023-01-01 01:00:00,20.314421909191207,46.8683363552197
2023-01-01 02:00:00,20.62853290044482,47.071991746310076
2023-01-01 03:00:00,20.942022363276262,53.86993349416937
2023-01-01 04:00:00,21.25458030180296,50.94313911691755
2023-01-01 05:00:00,21.565897641285577,45.37796241497725
2023-01-01 06:00:00,21.87566653375837,39.88766859871052
2023-01-01 07:00:00,22.183580662446452,48.477413704535316
2023-01-01 08:00:00,22.489335544668915,45.54687970673974
2023-01-01 09:00:00,22.7926288329283,57.77909228865425
2023-01-01 10:00:00,23.09316061388869,54.2887913738888
2023-01-01 11:00:00,23.39063370494675,49.996263283515404
2023-01-01 12:00:00,23.6847539481025,60.05239051133199
2023-01-01 13:00:00,23.975230500839128,51.21098543599952
2023-01-01 14:00:00,24.261776123724353,48.324103681289756
2023-01-01 15:00:00,24.544107464448775,51.89310377130964
2023-01-01 16:00:00,24.821945338020477,44.68926544981979
2023-01-01 17:00:00,25.095015002838732,54.06819711287378
2023-01-01 18:00:00,25.363046432373825,56.922124094476665
2023-01-01 19:00:00,25.62577458218437,44.95332842930717
2023-01-01 20:00:00,25.882939652008048,43.2595737765657
2023-01-01 21:00:00,26.134287342666617,50.782181762705676
2023-01-01 22:00:00,26.37956910753112,51.71147235345592
2023-01-01 23:00:00,26.61854239829868,41.516533296051904
2023-01-02 00:00:00,26.85097090483781,54.34337959294849
2023-01-02 01:00:00,27.076624788865043,52.06829873711604
2023-01-02 02:00:00,27.295280911221884,41.98915054426269
2023-01-02 03:00:00,27.506723052527242,45.993530996888985
2023-01-02 04:00:00,27.71074212698725,51.25990123485247
2023-01-02 05:00:00,27.907136389150935,47.53329594727181
2023-01-02 06:00:00,28.09571163340744,51.339264942198184
2023-01-02 07:00:00,28.27628138602731,53.64858629968045
2023-01-02 08:00:00,28.448667089558178,36.89335285672062
2023-01-02 09:00:00,28.61269827939231,50.77705533709774
2023-01-02 10:00:00,28.768212752331536,47.60059683787481
2023-01-02 11:00:00,28.91505672698284,46.217159492990604
2023-01-02 12:00:00,29.053084995825966,46.60625415759145
2023-01-02 13:00:00,29.182161068802742,48.336314304758965
2023-01-02 14:00:00,29.30215730828604,59.410943882542384
2023-01-02 15:00:00,29.41295505529503,54.670100955368426
2023-01-02 16:00:00,29.514444746831764,49.485450665059254
2023-01-02 17:00:00,29.60652602422321,55.43989861789855
2023-01-02 18:00:00,29.689107832361493,59.76070554483282
2023-01-02 19:00:00,29.762108509744294,49.60896201021284
2023-01-02 20:00:00,29.825455869226275,46.36082429136604
2023-01-02 21:00:00,29.87908726940178,42.01789957095462
2023-01-02 22:00:00,29.922949676548136,46.20244938348726
2023-01-02 23:00:00,29.956999717068378,44.13147017790833
2023-01-03 00:00:00,29.981203720381465,47.06610435322982
2023-01-03 01:00:00,29.995537752217636,45.2582656893686
2023-01-03 02:00:00,54.07560896349019,51.252340463818705
2023-01-03 03:00:00,29.994548978290695,50.438531510763134
2023-01-03 04:00:00,29.979227150282433,43.29301060023056
2023-01-03 05:00:00,29.954037305340126,46.58920264879384
2023-01-03 06:00:00,29.91900435258877,44.9838623158577
