latitude,longitude,temperature
39.16510205345869,-108.40384974062324,29.436497990869743
40.237030407805996,-115.12696379409712,28.9010089422174
36.263089222083,-99.93889759406485,29.24945621308773
42.6908327265956,-97.42386612522665,27.21578520629842
38.322264926368774,-93.69221004074815,28.041630190910446
43.99089266716958,-100.95666049174612,26.239012726007516
36.193996846946696,-119.67423669005633,26.729533385077325
38.18872836380561,-111.87891154203528,35.49736221076062
39.74668013700223,-111.5337319248147,31.630139739855185
40.97860119414553,-92.10844563792264,27.354203926825644
39.130483618006025,-82.03106848248513,32.10391319040555
43.37731288074426,-105.98787010070004,28.19356478208555
37.52254598844658,-85.34397666223457,25.22340548433022
42.33657930234092,-112.47147744288371,26.157507969606808
40.509197656198424,-81.06060993785466,40.56667048450847
35.572289921369006,-91.67387493392108,30.394053016109766
40.90664269338736,-81.0756663771212,36.31501294151565
37.002145748655245,-111.11364718735943,33.05403592918387
43.02993393875094,-86.39439156723834,34.172522818646485
37.301544385844934,-87.92873374030728,26.592254644780958
42.08756533513848,-118.05500499518666,26.08974518703494
42.89410100712052,-115.1457824710006,28.230725147177623
43.87636389581961,-107.59505161674258,28.933323482877466
37.77600341155785,-89.11975773366422,29.50325380737008
39.998366818919905,-85.76211489139914,31.31618396209181
44.61158427598002,-114.29608836545925,27.373314297937604
36.18716112204549,-87.9333548283056,30.562802037057427
37.904784412867535,-91.46101402473106,25.964153475136488
41.11860181805158,-107.83391662082758,25.81165407601382
39.17582247469832,-92.00008471750365,31.316381558440458
42.374295813243556,-115.29888466693485,26.800307590922774
40.58561407575669,-116.01090077675137,26.653964222869245
43.116801644308964,-102.41274146761387,31.577640152229385
39.29549955749343,-118.58208198231668,34.956620247906095
42.69434779923586,-95.92344966675556,31.11376213827612
41.88634805718199,-83.13488994596688,34.08407644203623
40.11578777950815,-99.22699638310897,26.310599277680257
40.70396281681439,-102.06694666214338,25.932684909640358
41.197158520845804,-80.32814087354804,34.93402661248898
41.71799777381364,-112.59735424673012,27.478501616096434
36.11943862388464,-114.34893321429976,32.53737253431112
36.40906064419112,-102.98138731022716,26.588490740680175
41.16681659801495,-86.6103549868516,41.181004005411936
42.51660129934274,-85.55412044062135,35.7590206177302
42.1068264448976,-101.95988537251041,26.49706914195225
40.39509845116643,-107.8732882298414,20.634816447482944
37.866307888375914,-80.79869736059644,32.054459740233575
36.17684771924475,-83.92520518659418,30.622841534731222
37.688318784728025,-101.0567460138962,28.480811865265043
38.79614431400201,-81.29472466141692,25.537566564422235
37.2582843813233,-86.39040053093761,30.12150201551606
44.995716460821534,-96.61701491541389,25.030563938849866
41.980526021830414,-113.72161405451695,26.103798275391508
36.46777715746308,-86.95823844404092,31.819620135840083
40.04446086510917,-94.85858796492207,28.288839273517304
35.34808494600192,-87.62765647608072,27.5705721796826
44.324123923294884,-109.38049922665579,21.80653684550835
37.57089892674049,-95.17632460062643,35.37847917019423
44.548242229937415,-81.33569582365193,33.49333504310192
40.793206002817286,-110.4453460891101,25.27152872542665
41.000972317373325,-99.30878171375349,24.548508236740986
42.726128593427106,-83.03731803974767,42.268789709081474
40.73613729659715,-95.27202420461046,27.84539907713305
40.17971841314519,-113.3618223236702,29.73401480558005
39.878338529470184,-82.59508146057163,27.131326637047103
42.06844664449592,-99.41541555288842,26.60452022287745
37.356656651010056,-85.8336832177738,26.716950953946206
35.41144452381534,-99.74470058106425,31.21379433814771
35.802698850272165,-90.14066111444401,32.04236025076407
41.36516218410822,-111.802008471769,25.42595667675069
39.96607228123783,-100.72755636830226,32.421735529802355
44.94637616680939,-83.07149121328592,32.16680611548584
39.929743327930765,-101.16944728267438,22.267258611572966
44.772885451000676,-84.0152701431908,37.09123640760498
37.79634985219537,-119.81459460087001,22.390355814157182
37.930152600277076,-93.59296992908077,27.877735472951034
35.410498360516705,-90.10390371439289,30.46700833098386
39.79595500001759,-96.94139625975525,30.64570237047054
37.96419301349293,-119.2864874854028,33.96262467048574
42.727460613803515,-116.34520475789289,23.05328907036385
38.27942449334647,-109.99198211290332,32.37338078226548
40.20524026986646,-88.15566765672223,43.43346128941576
35.79961488488543,-96.49708987109892,32.31446367804705
41.098208682002394,-91.28103729418237,27.376616523632382
43.28034537140601,-80.49030662907738,39.277181060234426
40.73301261766804,-85.9191992769498,41.22139012078281
36.81882172477154,-89.55687943561394,32.07425397370479
38.44643619728399,-116.27067985865457,32.3344163951659
37.770006131978256,-105.05534017729768,29.669661611102416
42.694469599572486,-98.47138149674808,32.93092473399801
39.896066976550046,-95.64173773776048,28.303085078915654
38.49075020396951,-105.87946921638536,30.967380534731443
38.35408965705402,-84.84149726932306,34.26750763360409
39.17843000331619,-80.47826482994454,21.879873002880704
