datetime,temperature,humidity,pressure
2023-01-01 00:00:00,20.0,70.0,1013.2327342305114
2023-01-01 01:00:00,20.1572109545956,69.99683556746534,1011.7231015388624
2023-01-01 02:00:00,20.31426645022241,69.987344272588,1018.0400441680689
2023-01-01 03:00:00,20.471011181638133,69.97153212228046,1010.3995998089844
2023-01-01 04:00:00,20.62729015090148,69.94940912383929,1012.1691069287443
2023-01-01 05:00:00,20.782948820642787,69.92098927861169,1008.7165270322963
2023-01-01 06:00:00,20.937833266879185,69.88629057313423,1014.8757061985315
2023-01-01 07:00:00,21.091790331223226,69.84533496774942,1010.1235541574895
2023-01-01 08:00:00,21.24466777233446,69.7981483827073,1012.8963007677356
2023-01-01 09:00:00,21.39631441646415,69.74476068176084,1020.5367393547498
2023-01-01 10:00:00,21.546580306944342,69.6852056532656,1008.6661410907057
2023-01-01 11:00:00,21.695316852473375,69.61952098879554,1006.9257046567384
2023-01-01 12:00:00,21.84237697405125,69.54774825928854,1014.5453746915471
2023-01-01 13:00:00,21.987615250419566,69.46993288873664,1010.8739522088256
2023-01-01 14:00:00,22.130888061862176,69.38612412543789,1018.1178843182942
2023-01-01 15:00:00,22.272053732224386,69.29637501082777,1012.3798425617613
2023-01-01 16:00:00,22.41097266901024,69.20074234590992,1007.0424993525887
2023-01-01 17:00:00,22.547507501419368,69.09928665530757,1013.6544563709664
2023-01-01 18:00:00,22.68152321618691,68.99207214895837,1009.576272643604
2023-01-01 19:00:00,22.812887291092185,68.87916668147673,1013.5444004372864
2023-01-01 20:00:00,22.941469826004024,68.76064170920958,1013.9990979102189
2023-01-01 21:00:00,23.06714367133331,68.6365722450126,1012.9885729387267
2023-01-01 22:00:00,23.18978455376556,68.50703681077562,1011.8098664085578
2023-01-01 23:00:00,23.30927119914934,68.3721173877271,1013.837919445546
2023-01-02 00:00:00,23.425485452418904,68.23189936454945,1017.6053735358621
2023-01-02 01:00:00,23.538312394432523,68.08647148333755,1011.4868703619625
2023-01-02 02:00:00,23.64764045561094,67.93592578343515,1012.5498889358568
2023-01-02 03:00:00,23.75336152626362,67.7803575431844,1013.623510612494
2023-01-02 04:00:00,23.855371063493624,67.61986521962545,1021.3757336729959
2023-01-02 05:00:00,23.953568194575467,67.45455038618437,1012.6362667908704
2023-01-02 06:00:00,24.04785581670372,67.28451766838862,1010.6019146694426
2023-01-02 07:00:00,24.138140693013654,67.10987467765102,1013.9573117676895
2023-01-02 08:00:00,24.22433354477909,66.93073194316398,1008.7769954570231
2023-01-02 09:00:00,24.306349139696152,66.74720284194693,1018.7108321696693
2023-01-02 10:00:00,24.384106376165768,66.55940352709167,1011.087333405563
2023-01-02 11:00:00,24.45752836349142,66.3674528542506,1010.2913464534417
2023-01-02 12:00:00,24.526542497912985,66.17147230641456,1009.8480507493914
2023-01-02 13:00:00,24.59108053440137,65.97158591702787,1013.4939011113195
2023-01-02 14:00:00,24.65107865414302,65.7679201914893,1013.0057968078415
2023-01-02 15:00:00,24.706477527647515,65.56060402708847,1006.9510571384565
2023-01-02 16:00:00,24.757222373415882,65.34976863142852,1009.3530438041294
2023-01-02 17:00:00,24.803263012111607,65.13554743938651,1006.9679336945802
2023-01-02 18:00:00,24.844553916180747,64.91807602866442,1018.3727102124578
2023-01-02 19:00:00,24.881054254872147,64.6974920339837,1006.0136211555645
2023-01-02 20:00:00,24.912727934613137,64.47393505997827,1015.0995006322121
2023-01-02 21:00:00,24.93954363470089,64.24754659284048,1014.9656565483691
2023-01-02 22:00:00,24.961474838274068,64.01846991077652,1014.4903813446846
2023-01-02 23:00:00,24.97849985853419,63.7868499933275,1012.755471784204
2023-01-03 00:00:00,24.990601860190733,63.55283342961394,1011.4885795194467
2023-01-03 01:00:00,24.997768876108818,63.31656832556139,1013.7993395518987
2023-01-03 02:00:00,24.999993819142986,63.07820421016628,1014.1688246981308
