temperature,humidity
-3.2863786344907275,106.20971881248695
-2.6579371694517917,48.75441710094892
-26.22064807589986,61.853661980315806
-5.323861590181611,45.04053165239036
12.606819334190455,71.80638469844568
-7.8363001461212,59.313860303962166
9.37107438829049,64.09448406841186
0.15970707485265123,66.66443097350715
-26.305147111632294,52.741756393741724
-6.5819547499764965,75.46356293037766
8.03387680037735,63.55855291337325
22.99446625534903,69.25497258590573
28.075640987733607,70.34912973565193
6.693655907707816,55.25301334746943
30.282260731195805,65.02920028754862
26.39483611570826,64.35237626723816
-0.837018011699115,54.01019669238035
-0.10628585590605866,46.26873806403276
0.2406503565561522,55.838166217109375
-1.3050846131012221,67.28672594978435
-10.909230099481793,66.14600213420097
10.961336153894983,72.36474333280192
-22.286367559010536,54.53460630267963
10.46594550799843,56.61231927460271
-34.13842348035334,62.233429159954866
-20.277819981676366,47.13021594194267
-24.820068822112617,44.4032881668592
12.685504438003477,73.300652707443
-14.129174257630751,50.090204427099046
-28.732587927987446,50.15258242485488
-2.069332952247983,93.16715148607466
-15.763393877062896,52.33990086736246
-19.89334140856039,43.45941247805819
7.993382129126092,61.58032884080036
-22.365713986690245,43.96068892251361
-30.30171323974257,59.92862653337617
-22.71088172232446,58.14524333952471
10.92972229474918,66.26232310603923
-22.552679305935264,49.54305812588926
-17.89550822833766,61.07739057851525
-35.90252553102913,48.28005471998083
10.40519965372703,63.14391862576641
-20.046394951797964,52.38230815536948
-7.125673831798466,53.07309019669213
17.596360975781447,65.07191414986629
20.4983304012337,70.49381810915727
3.2360461332567745,59.784721952932145
25.02610472514295,65.33071450240979
4.936575872857469,66.11537706971848
-9.354827253852104,44.5572252143555
-19.88690249721384,51.99228245874461
3.2365550110793286,65.90958612868073
6.285825350900874,70.77969948637326
-25.200701830261423,57.3583696800071
11.368236459617941,65.95984910575466
-9.148611649551277,68.83439830909322
22.178815735909406,71.96884750609402
-18.384124771735358,53.108483430603044
-14.74207566923723,47.89893800686184
-24.708378406289988,56.83648413842841
-14.50514353843068,86.68902251268355
14.937873329285626,59.23929095494681
-2.287773257511674,53.9376581485574
-23.85553830387373,60.958721536635515
-4.968185933621392,49.59214306295652
-4.643365190179971,65.30641533288572
6.445616534896319,63.26330854545846
14.530264901431945,68.27330958359919
-24.88136501252206,55.309023915608
17.867400055500113,70.37097767620229
-17.21430137234705,60.22722147143695
-26.350246808832658,44.21894231415455
-8.861093624827248,52.48979974940772
18.366900745442997,67.1533748428146
-32.82338011626939,57.569297770240404
10.18622311760538,71.63054649727181
16.52975548821398,72.43425862635655
-8.18658690489702,58.22187204250201
-18.296408556692626,46.623886272080476
17.039041976779096,71.49025281356049
21.24985337716174,60.65148403695612
-20.199172595176464,64.44733594418601
-11.140495101261344,68.2490356178231
0.5533182473617444,70.67109570380673
-17.575490007093826,46.26334604548923
-7.591934189938559,61.76298055632027
-8.761885755141702,73.43611187436885
1.6246722153238693,70.75226773376917
-6.905423109854798,47.24443102372468
6.330869746993153,69.71635843708168
1.3614414756366209,104.90260816005394
-20.155363885370008,55.743050548716
1.8180853037317064,59.31787576959074
-16.461393168110845,41.97079467051309
-18.96655740177313,40.60512959268005
11.285270647586799,56.88030674548122
6.759206979626931,63.39310976097242
-16.002265020682714,52.32086856359416
1.915065712695835,69.59144856174066
0.38430999524006637,65.66826210553991
-26.87706054560926,52.559621909477826
20.489702516129736,59.03002501468771
-0.4926687245012644,66.43829830697426
17.334059476619387,67.87990960607563
-18.176353491540667,52.00376571178182
9.858267471889157,64.22068605450586
-26.268919860620557,57.187210897023284
-13.593042593389612,57.03376431024119
25.23180428476188,69.85027637962337
-17.789259364193235,62.83382497155498
7.926759945932915,64.55306072943706
14.287073984481506,67.58691499402619
-17.053778019933723,49.524289652641556
17.47499720239732,65.58182858325468
-4.936225895102119,44.77634518301449
13.917301988688061,65.25225511909325
-11.590621092282191,43.11548507786252
-22.657720396745447,43.18258881101545
15.660615939742897,59.43147458925594
-18.22044847079753,50.02674681977625
-4.4793814629538815,104.99216124137118
-12.394359996389447,55.167379357288986
-30.671276429571243,51.22469764806362
-36.717251083964314,53.62085235168925
8.86625424592511,57.80187288845864
2.704893242527419,71.08876583318198
4.484819198748049,64.17421190731955
-6.127183043551323,64.3273695161368
-24.57187560221471,54.728971952498284
-14.64554518648734,52.91034025895344
17.21224988895924,61.59993452733328
20.53221596777513,65.41872458528792
2.011210366670582,50.10448160061729
9.81249387352131,62.75292412918462
-20.37643435676528,52.44782206340176
-25.825167041805337,46.76186642606021
25.666985647703704,72.48487271817062
